N_B;T;d;Jsc_e;Eta_e;Voc_e;FF_e;N_Fe;All_var_AM(4);All_var_AM(3);All_var_AM(2);All_var_AM(1)
1.70E+01;304;3.50E-04;-1.20E+01;-1.41E+01;-1.57E+00;-2.68E-01;1.17E+01;11.73477268;11.73302174;11.70790291;11.68680477
1.70E+01;304;3.50E-04;-1.27E+01;-1.49E+01;-1.71E+00;-2.48E-01;1.18E+01;11.81000233;11.79875278;11.76514149;11.74894142
1.70E+01;304;3.50E-04;-1.35E+01;-1.59E+01;-1.85E+00;-3.17E-01;1.20E+01;11.98399353;11.9674902;11.83050728;11.80874157
1.70E+01;304;3.50E-04;-1.42E+01;-1.69E+01;-2.00E+00;-3.45E-01;1.21E+01;12.05224991;12.05999947;11.9337616;11.92236328
1.70E+01;304;3.50E-04;-1.50E+01;-1.80E+01;-2.17E+00;-3.66E-01;1.22E+01;12.18029022;12.16203308;12.05351448;12.02235794
1.70E+01;304;3.50E-04;-1.59E+01;-1.91E+01;-2.35E+00;-3.82E-01;1.23E+01;12.25128174;12.23403549;12.22137547;12.1992836
1.70E+01;304;3.50E-04;-1.68E+01;-2.02E+01;-2.53E+00;-4.11E-01;1.24E+01;12.39175606;12.32626152;12.26811123;12.27554989
1.70E+01;304;3.50E-04;-1.77E+01;-2.15E+01;-2.71E+00;-5.01E-01;1.25E+01;12.48225212;12.45575237;12.34486008;12.30926895
1.70E+01;304;3.50E-04;-1.87E+01;-2.28E+01;-2.89E+00;-5.49E-01;1.26E+01;12.63823318;12.56849289;12.50096321;12.45443535
1.70E+01;304;3.50E-04;-1.97E+01;-2.42E+01;-3.10E+00;-5.74E-01;1.27E+01;12.70847321;12.69898224;12.66051579;12.62748814
1.70E+01;304;3.50E-04;-2.08E+01;-2.55E+01;-3.31E+00;-5.59E-01;1.28E+01;12.78696442;12.77321243;12.74744797;12.70260715
1.70E+01;304;3.50E-04;-2.19E+01;-2.70E+01;-3.51E+00;-6.46E-01;1.29E+01;12.82570362;12.82921028;12.79901695;12.7723093
1.70E+01;304;3.50E-04;-2.31E+01;-2.85E+01;-3.73E+00;-6.86E-01;1.30E+01;12.99651623;12.98126602;12.9662447;12.90739822
1.70E+01;304;3.50E-04;-2.43E+01;-3.01E+01;-3.94E+00;-7.27E-01;1.31E+01;13.13400555;13.16025162;13.07395077;13.00136471
1.70E+01;304;3.50E-04;-2.55E+01;-3.17E+01;-4.15E+00;-7.81E-01;1.32E+01;13.2074976;13.21574688;13.18817329;13.14118099
1.70E+01;304;3.50E-04;-2.68E+01;-3.34E+01;-4.35E+00;-8.39E-01;1.33E+01;13.25972748;13.28747082;13.28305435;13.22757816
1.70E+01;304;3.50E-04;-2.80E+01;-3.51E+01;-4.58E+00;-8.61E-01;1.35E+01;13.32396221;13.38321114;13.31560516;13.285429
1.70E+01;304;3.50E-04;-2.93E+01;-3.68E+01;-4.79E+00;-9.16E-01;1.36E+01;13.45919609;13.46744728;13.47368145;13.4247942
1.70E+01;304;3.50E-04;-3.06E+01;-3.86E+01;-4.98E+00;-1.03E+00;1.37E+01;13.68426418;13.6384964;13.63600254;13.55949974
1.70E+01;304;3.50E-04;-3.19E+01;-4.02E+01;-5.20E+00;-1.02E+00;1.38E+01;13.70452023;13.71501827;13.7001915;13.69678211
1.70E+01;304;3.50E-04;-3.32E+01;-4.20E+01;-5.40E+00;-1.12E+00;1.39E+01;13.78152847;13.75727272;13.76929665;13.74198818
1.70E+01;304;3.50E-04;-3.45E+01;-4.37E+01;-5.59E+00;-1.19E+00;1.40E+01;13.95747566;13.88899899;13.80094051;13.80153084
1.70E+01;314;3.50E-04;-2.82E+00;-3.23E+00;-3.55E-01;-4.54E-02;1.04E+01;10.49946404;10.49996376;10.42979908;10.42895699
1.70E+01;314;3.50E-04;-3.38E+00;-3.88E+00;-4.25E-01;-5.60E-02;1.06E+01;10.62647152;10.61647511;10.53654575;10.54857826
1.70E+01;314;3.50E-04;-3.99E+00;-4.59E+00;-5.02E-01;-6.85E-02;1.07E+01;10.69997978;10.70022964;10.66974449;10.6718111
1.70E+01;314;3.50E-04;-4.66E+00;-5.40E+00;-5.86E-01;-1.24E-01;1.08E+01;10.79277611;10.79602718;10.74625206;10.7530365
1.70E+01;314;3.50E-04;-5.36E+00;-6.22E+00;-6.78E-01;-1.41E-01;1.09E+01;10.86303139;10.86053276;10.8341732;10.8217659
1.70E+01;314;3.50E-04;-6.09E+00;-7.08E+00;-7.74E-01;-1.58E-01;1.10E+01;10.9985323;10.9995327;10.96696091;10.9687748
1.70E+01;314;3.50E-04;-6.82E+00;-7.94E+00;-8.75E-01;-1.77E-01;1.11E+01;11.19397736;11.19497871;11.11464214;11.09376812
1.70E+01;314;3.50E-04;-7.54E+00;-8.81E+00;-9.80E-01;-1.96E-01;1.12E+01;11.22848511;11.20747948;11.20860291;11.200243
1.70E+01;314;3.50E-04;-8.26E+00;-9.67E+00;-1.09E+00;-2.17E-01;1.13E+01;11.31199837;11.29999828;11.27908707;11.25957298
1.70E+01;314;3.50E-04;-8.95E+00;-1.05E+01;-1.21E+00;-2.31E-01;1.14E+01;11.44702053;11.46302891;11.36140442;11.33515644
1.70E+01;314;3.50E-04;-9.62E+00;-1.14E+01;-1.33E+00;-2.43E-01;1.15E+01;11.49453735;11.50003719;11.48231506;11.45929623
1.70E+01;314;3.50E-04;-1.03E+01;-1.21E+01;-1.47E+00;-2.17E-01;1.16E+01;11.69228363;11.68703461;11.59021759;11.60335445
1.70E+01;314;3.50E-04;-1.09E+01;-1.30E+01;-1.60E+00;-2.37E-01;1.17E+01;11.74951744;11.72727394;11.69999313;11.67842197
1.70E+01;314;3.50E-04;-1.16E+01;-1.39E+01;-1.74E+00;-3.04E-01;1.18E+01;11.80075264;11.79625225;11.77142143;11.74600601
1.70E+01;314;3.50E-04;-1.23E+01;-1.48E+01;-1.89E+00;-3.31E-01;1.20E+01;11.92149258;11.92724514;11.88515663;11.83494091
1.70E+01;314;3.50E-04;-1.30E+01;-1.57E+01;-2.04E+00;-3.60E-01;1.21E+01;12.03750229;12.00949097;11.97050571;11.93115711
1.70E+01;314;3.50E-04;-1.37E+01;-1.67E+01;-2.22E+00;-3.74E-01;1.22E+01;12.19104195;12.17403889;12.0837431;12.05401039
1.70E+01;314;3.50E-04;-1.45E+01;-1.77E+01;-2.40E+00;-4.02E-01;1.23E+01;12.23678684;12.23153782;12.20881653;12.19858646
1.70E+01;314;3.50E-04;-1.53E+01;-1.88E+01;-2.58E+00;-4.86E-01;1.24E+01;12.30351543;12.3010149;12.25973892;12.28159523
1.70E+01;314;3.50E-04;-1.62E+01;-2.00E+01;-2.76E+00;-5.32E-01;1.25E+01;12.37701225;12.39950752;12.33718872;12.33788586
1.70E+01;314;3.50E-04;-1.70E+01;-2.12E+01;-2.95E+00;-5.64E-01;1.26E+01;12.54224396;12.52924633;12.49979877;12.4921217
1.70E+01;314;3.50E-04;-1.80E+01;-2.24E+01;-3.16E+00;-5.44E-01;1.27E+01;12.64548492;12.68723392;12.62469196;12.59934139
1.70E+01;314;3.50E-04;-1.90E+01;-2.37E+01;-3.38E+00;-6.25E-01;1.28E+01;12.77320862;12.74046803;12.71956158;12.70723629
1.70E+01;314;3.50E-04;-2.00E+01;-2.51E+01;-3.58E+00;-6.73E-01;1.29E+01;12.82295609;12.80970192;12.7922821;12.79878712
1.70E+01;314;3.50E-04;-2.10E+01;-2.65E+01;-3.80E+00;-7.15E-01;1.30E+01;12.89072704;12.94148731;12.90437698;12.85647011
1.70E+01;314;3.50E-04;-2.21E+01;-2.80E+01;-4.01E+00;-7.59E-01;1.31E+01;13.10675621;13.06551075;13.0525465;12.99996853
1.70E+01;314;3.50E-04;-2.32E+01;-2.95E+01;-4.23E+00;-8.15E-01;1.32E+01;13.20174694;13.14975166;13.14839077;13.17398357
1.70E+01;314;3.50E-04;-2.44E+01;-3.10E+01;-4.46E+00;-8.47E-01;1.33E+01;13.26347733;13.2744751;13.25143051;13.228405
1.70E+01;314;3.50E-04;-2.56E+01;-3.26E+01;-4.68E+00;-8.91E-01;1.35E+01;13.33521271;13.32520866;13.30142307;13.30089474
1.70E+01;314;3.50E-04;-2.68E+01;-3.43E+01;-4.87E+00;-1.01E+00;1.36E+01;13.47819614;13.46194553;13.45508671;13.36353397
1.70E+01;314;3.50E-04;-2.80E+01;-3.58E+01;-5.10E+00;-1.00E+00;1.37E+01;13.56146908;13.54795551;13.62530327;13.53633308
1.70E+01;314;3.50E-04;-2.92E+01;-3.74E+01;-5.31E+00;-1.04E+00;1.38E+01;13.68851471;13.68876648;13.679492;13.59605122
1.70E+01;314;3.50E-04;-3.04E+01;-3.91E+01;-5.50E+00;-1.17E+00;1.39E+01;13.7692728;13.76877403;13.7755785;13.73213005
1.70E+01;314;3.50E-04;-3.16E+01;-4.08E+01;-5.71E+00;-1.21E+00;1.40E+01;13.80252743;13.80427647;13.80070782;13.80159855
1.70E+01;324;3.50E-04;-2.52E+00;-2.99E+00;-3.57E-01;-9.40E-02;1.04E+01;10.49946404;10.51746368;10.44724464;10.43801975
1.70E+01;324;3.50E-04;-3.04E+00;-3.59E+00;-4.28E-01;-1.06E-01;1.06E+01;10.65022564;10.66447639;10.54561424;10.53566933
1.70E+01;324;3.50E-04;-3.61E+00;-4.26E+00;-5.08E-01;-1.20E-01;1.07E+01;10.70172787;10.701231;10.69717407;10.69569397
1.70E+01;324;3.50E-04;-4.23E+00;-5.00E+00;-5.96E-01;-1.36E-01;1.08E+01;10.80103111;10.80003071;10.76137161;10.75466537
1.70E+01;324;3.50E-04;-4.90E+00;-5.78E+00;-6.91E-01;-1.52E-01;1.09E+01;10.96803379;10.9435339;10.84812355;10.84434414
1.70E+01;324;3.50E-04;-5.58E+00;-6.60E+00;-7.92E-01;-1.70E-01;1.10E+01;11.00603199;11.00003338;10.97859097;10.96725941
1.70E+01;324;3.50E-04;-6.28E+00;-7.44E+00;-8.98E-01;-1.89E-01;1.11E+01;11.19722652;11.19497871;11.11719799;11.08967972
1.70E+01;324;3.50E-04;-6.97E+00;-8.24E+00;-1.01E+00;-1.69E-01;1.12E+01;11.23373508;11.22948265;11.20348358;11.20303822
1.70E+01;324;3.50E-04;-7.65E+00;-9.07E+00;-1.13E+00;-1.84E-01;1.13E+01;11.29974747;11.2992487;11.26978397;11.26192379
1.70E+01;324;3.50E-04;-8.31E+00;-9.89E+00;-1.26E+00;-1.96E-01;1.14E+01;11.49628353;11.48703766;11.39303493;11.35466385
1.70E+01;324;3.50E-04;-8.95E+00;-1.07E+01;-1.39E+00;-2.12E-01;1.15E+01;11.58678913;11.54453754;11.49161339;11.4723711
1.70E+01;324;3.50E-04;-9.57E+00;-1.16E+01;-1.52E+00;-2.74E-01;1.16E+01;11.68903351;11.69053364;11.62417507;11.58973408
1.70E+01;324;3.50E-04;-1.02E+01;-1.24E+01;-1.66E+00;-3.00E-01;1.17E+01;11.75751495;11.74026966;11.70069027;11.69137096
1.70E+01;324;3.50E-04;-1.08E+01;-1.32E+01;-1.81E+00;-3.27E-01;1.18E+01;11.80050278;11.80300331;11.78072929;11.73435593
1.70E+01;324;3.50E-04;-1.14E+01;-1.40E+01;-1.96E+00;-3.56E-01;1.20E+01;11.92849159;11.90024376;11.86190414;11.80345917
1.70E+01;324;3.50E-04;-1.21E+01;-1.49E+01;-2.14E+00;-3.75E-01;1.21E+01;12.04725456;12.02624798;11.97817802;11.94345474
1.70E+01;324;3.50E-04;-1.28E+01;-1.58E+01;-2.31E+00;-4.03E-01;1.22E+01;12.20278454;12.19304276;12.07676411;12.05583954
1.70E+01;324;3.50E-04;-1.35E+01;-1.69E+01;-2.49E+00;-4.85E-01;1.23E+01;12.22628975;12.24428558;12.20021343;12.19882011
1.70E+01;324;3.50E-04;-1.42E+01;-1.79E+01;-2.67E+00;-5.28E-01;1.24E+01;12.32251358;12.30876541;12.27113152;12.23741722
1.70E+01;324;3.50E-04;-1.50E+01;-1.90E+01;-2.86E+00;-5.25E-01;1.25E+01;12.46725273;12.45850563;12.3788271;12.35742474
1.70E+01;324;3.50E-04;-1.59E+01;-2.01E+01;-3.08E+00;-5.45E-01;1.26E+01;12.5609951;12.59149075;12.49886799;12.45908737
1.70E+01;324;3.50E-04;-1.67E+01;-2.13E+01;-3.30E+00;-5.80E-01;1.27E+01;12.67448235;12.69948196;12.60981178;12.59887791
1.70E+01;324;3.50E-04;-1.77E+01;-2.26E+01;-3.51E+00;-6.71E-01;1.28E+01;12.76371193;12.76021481;12.73722363;12.72258663
1.70E+01;324;3.50E-04;-1.86E+01;-2.39E+01;-3.72E+00;-7.21E-01;1.29E+01;12.80795288;12.80819798;12.7713747;12.78741837
1.70E+01;324;3.50E-04;-1.96E+01;-2.53E+01;-3.95E+00;-7.60E-01;1.30E+01;12.96400642;12.98976231;12.91414642;12.88506985
1.70E+01;324;3.50E-04;-2.06E+01;-2.67E+01;-4.17E+00;-8.13E-01;1.31E+01;13.0310154;13.04726219;13.06836605;13.00136471
1.70E+01;324;3.50E-04;-2.17E+01;-2.81E+01;-4.40E+00;-8.57E-01;1.32E+01;13.19624805;13.19999886;13.15909767;13.16421127
1.70E+01;324;3.50E-04;-2.27E+01;-2.96E+01;-4.64E+00;-8.95E-01;1.33E+01;13.24498177;13.24673271;13.23817253;13.23747253
1.70E+01;324;3.50E-04;-2.38E+01;-3.11E+01;-4.85E+00;-1.01E+00;1.35E+01;13.39070511;13.34195995;13.30281734;13.28165531
1.70E+01;324;3.50E-04;-2.49E+01;-3.26E+01;-5.07E+00;-1.01E+00;1.36E+01;13.49069405;13.47344685;13.39208603;13.3860445
1.70E+01;324;3.50E-04;-2.61E+01;-3.42E+01;-5.31E+00;-1.05E+00;1.37E+01;13.53395271;13.57247639;13.54902077;13.57678318
1.70E+01;324;3.50E-04;-2.72E+01;-3.58E+01;-5.51E+00;-1.17E+00;1.38E+01;13.71326828;13.70076942;13.6915884;13.62314224
1.70E+01;324;3.50E-04;-2.83E+01;-3.73E+01;-5.73E+00;-1.22E+00;1.39E+01;13.76077461;13.73602104;13.7132225;13.74604321
1.70E+01;324;3.50E-04;-2.95E+01;-3.88E+01;-5.95E+00;-1.22E+00;1.40E+01;13.84801102;13.89599419;13.80303383;13.80486298
1.70E+01;334;3.50E-04;-2.25E+00;-2.68E+00;-3.59E-01;-6.08E-02;1.04E+01;10.50046349;10.50096321;10.40374088;10.38894463
1.70E+01;334;3.50E-04;-2.73E+00;-3.24E+00;-4.32E-01;-7.32E-02;1.06E+01;10.67247868;10.66747856;10.51865292;10.53038406
1.70E+01;334;3.50E-04;-3.26E+00;-3.88E+00;-5.14E-01;-8.73E-02;1.07E+01;10.70223141;10.70973015;10.661376;10.66944695
1.70E+01;334;3.50E-04;-3.84E+00;-4.58E+00;-6.05E-01;-1.03E-01;1.08E+01;10.79978085;10.79928207;10.74438953;10.7359333
1.70E+01;334;3.50E-04;-4.46E+00;-5.33E+00;-7.04E-01;-1.20E-01;1.09E+01;10.96753502;10.94253349;10.80580044;10.8123188
1.70E+01;334;3.50E-04;-5.12E+00;-6.11E+00;-8.10E-01;-1.39E-01;1.10E+01;11.01852798;11.02052593;10.96324158;10.96991253
1.70E+01;334;3.50E-04;-5.78E+00;-6.93E+00;-9.22E-01;-1.59E-01;1.11E+01;11.19122887;11.18298054;11.05394173;11.05203724
1.70E+01;334;3.50E-04;-6.44E+00;-7.74E+00;-1.04E+00;-1.76E-01;1.12E+01;11.23648548;11.23023319;11.19511032;11.19562817
1.70E+01;334;3.50E-04;-7.09E+00;-8.55E+00;-1.17E+00;-1.90E-01;1.13E+01;11.29049587;11.29474831;11.25163841;11.2600975
1.70E+01;334;3.50E-04;-7.72E+00;-9.35E+00;-1.31E+00;-2.08E-01;1.14E+01;11.45752811;11.43352413;11.3274641;11.33655739
1.70E+01;334;3.50E-04;-8.33E+00;-1.02E+01;-1.44E+00;-2.71E-01;1.15E+01;11.51053619;11.51203632;11.48486996;11.46975517
1.70E+01;334;3.50E-04;-8.91E+00;-1.10E+01;-1.58E+00;-2.97E-01;1.16E+01;11.68103313;11.67428493;11.58789444;11.6064806
1.70E+01;334;3.50E-04;-9.49E+00;-1.17E+01;-1.73E+00;-3.24E-01;1.17E+01;11.73352242;11.75126743;11.69813251;11.6916008
1.70E+01;334;3.50E-04;-1.01E+01;-1.25E+01;-1.88E+00;-3.53E-01;1.18E+01;11.83250046;11.8037529;11.75629902;11.7760582
1.70E+01;334;3.50E-04;-1.07E+01;-1.34E+01;-2.05E+00;-3.78E-01;1.20E+01;12.01349831;11.99174881;11.80515862;11.8002739
1.70E+01;334;3.50E-04;-1.13E+01;-1.42E+01;-2.22E+00;-4.06E-01;1.21E+01;12.1097641;12.08125973;11.96794987;11.95864677
1.70E+01;334;3.50E-04;-1.19E+01;-1.51E+01;-2.40E+00;-4.84E-01;1.22E+01;12.20628548;12.19679165;12.07676697;12.01259232
1.70E+01;334;3.50E-04;-1.26E+01;-1.61E+01;-2.58E+00;-5.26E-01;1.23E+01;12.30627251;12.29502296;12.20812035;12.18928528
1.70E+01;334;3.50E-04;-1.33E+01;-1.70E+01;-2.77E+00;-5.24E-01;1.24E+01;12.30601501;12.30426502;12.28717518;12.27810955
1.70E+01;334;3.50E-04;-1.40E+01;-1.81E+01;-2.99E+00;-5.50E-01;1.25E+01;12.46849823;12.45650673;12.31694508;12.31066418
1.70E+01;334;3.50E-04;-1.48E+01;-1.92E+01;-3.21E+00;-5.82E-01;1.26E+01;12.55249596;12.56524372;12.49956703;12.44652557
1.70E+01;334;3.50E-04;-1.56E+01;-2.04E+01;-3.43E+00;-6.72E-01;1.27E+01;12.70623207;12.70373058;12.67865467;12.65167618
1.70E+01;334;3.50E-04;-1.64E+01;-2.16E+01;-3.64E+00;-7.34E-01;1.28E+01;12.75471878;12.79171181;12.71120358;12.70237827
1.70E+01;334;3.50E-04;-1.73E+01;-2.28E+01;-3.87E+00;-7.68E-01;1.29E+01;12.98174095;12.88672161;12.78252697;12.7713728
1.70E+01;334;3.50E-04;-1.82E+01;-2.41E+01;-4.11E+00;-8.16E-01;1.30E+01;13.02826214;12.97825718;12.8557682;12.8297205
1.70E+01;334;3.50E-04;-1.92E+01;-2.54E+01;-4.34E+00;-8.71E-01;1.31E+01;13.05501461;13.13825703;13.01159859;12.9990387
1.70E+01;334;3.50E-04;-2.02E+01;-2.68E+01;-4.58E+00;-9.08E-01;1.32E+01;13.19024754;13.20049763;13.17351532;13.13117599
1.70E+01;334;3.50E-04;-2.12E+01;-2.83E+01;-4.81E+00;-1.02E+00;1.33E+01;13.30496597;13.26522732;13.21143436;13.20376015
1.70E+01;334;3.50E-04;-2.22E+01;-2.97E+01;-5.04E+00;-1.03E+00;1.35E+01;13.33496094;13.34996319;13.28119373;13.26445293
1.70E+01;334;3.50E-04;-2.32E+01;-3.11E+01;-5.29E+00;-1.06E+00;1.36E+01;13.46944523;13.48644352;13.42927361;13.43554878
1.70E+01;334;3.50E-04;-2.43E+01;-3.27E+01;-5.51E+00;-1.18E+00;1.37E+01;13.65850353;13.6184845;13.51902008;13.50041294
1.70E+01;334;3.50E-04;-2.54E+01;-3.42E+01;-5.74E+00;-1.24E+00;1.38E+01;13.70001984;13.70076942;13.69367981;13.62576962
1.70E+01;334;3.50E-04;-2.64E+01;-3.56E+01;-5.97E+00;-1.23E+00;1.39E+01;13.7792778;13.78177834;13.74114323;13.73256969
1.70E+01;334;3.50E-04;-2.75E+01;-3.72E+01;-6.18E+00;-1.36E+00;1.40E+01;13.8320179;13.80452538;13.80024242;13.79960537
1.59E+01;294;3.50E-04;-4.03E-01;-7.37E-01;-4.90E-01;1.57E-01;1.04E+01;10.65646458;10.58822155;10.47375011;10.40195942
1.59E+01;294;3.50E-04;-4.97E-01;-9.04E-01;-6.01E-01;1.95E-01;1.06E+01;10.76048183;10.68497944;10.56700897;10.49496078
1.59E+01;294;3.50E-04;-6.07E-01;-1.14E+00;-7.30E-01;1.99E-01;1.07E+01;10.92825031;10.92373657;10.79738426;10.64662647
1.59E+01;294;3.50E-04;-7.35E-01;-1.36E+00;-8.75E-01;2.55E-01;1.08E+01;10.8632803;10.87153053;10.75868225;10.74267387
1.59E+01;294;3.50E-04;-8.78E-01;-1.59E+00;-1.04E+00;3.24E-01;1.09E+01;11.0900259;11.0225296;10.9050169;10.85137939
1.59E+01;294;3.50E-04;-1.03E+00;-1.80E+00;-1.21E+00;4.46E-01;1.10E+01;11.15025043;11.12050819;10.94977379;10.93827152
1.59E+01;294;3.50E-04;-1.20E+00;-2.04E+00;-1.40E+00;5.53E-01;1.11E+01;11.29618454;11.24186325;11.07942104;11.03403187
1.59E+01;294;3.50E-04;-1.35E+00;-2.27E+00;-1.58E+00;6.64E-01;1.12E+01;11.38524914;11.32060623;11.17901516;11.10590553
1.59E+01;294;3.50E-04;-1.50E+00;-2.52E+00;-1.74E+00;7.27E-01;1.13E+01;11.50533581;11.4828434;11.25588322;11.20830154
1.59E+01;294;3.50E-04;-1.63E+00;-2.68E+00;-1.87E+00;8.17E-01;1.14E+01;11.55673218;11.54969025;11.28076649;11.25570202
1.59E+01;294;3.50E-04;-1.72E+00;-2.78E+00;-1.95E+00;8.87E-01;1.15E+01;11.5725174;11.5816946;11.32324886;11.31865788
1.59E+01;294;3.50E-04;-1.78E+00;-2.79E+00;-1.98E+00;9.72E-01;1.16E+01;11.57905102;11.57631016;11.32278633;11.33175278
1.59E+01;294;3.50E-04;-1.82E+00;-2.81E+00;-1.94E+00;9.50E-01;1.17E+01;11.59090424;11.5773592;11.3058176;11.35092831
1.59E+01;294;3.50E-04;-1.83E+00;-2.85E+00;-1.85E+00;8.35E-01;1.18E+01;11.59142303;11.56903839;11.3065176;11.35676098
1.59E+01;294;3.50E-04;-1.84E+00;-2.84E+00;-1.74E+00;7.50E-01;1.20E+01;11.56549168;11.51267147;11.30744743;11.35676098
1.59E+01;294;3.50E-04;-1.85E+00;-2.78E+00;-1.65E+00;7.27E-01;1.21E+01;11.57009029;11.49524689;11.31271458;11.36196709
1.59E+01;294;3.50E-04;-1.86E+00;-2.79E+00;-1.59E+00;6.73E-01;1.22E+01;11.52505684;11.42616749;11.31853008;11.37431526
1.59E+01;294;3.50E-04;-1.89E+00;-2.87E+00;-1.54E+00;5.77E-01;1.23E+01;11.61932945;11.55589485;11.31302929;11.37423801
1.59E+01;294;3.50E-04;-1.93E+00;-2.91E+00;-1.50E+00;5.33E-01;1.24E+01;11.63899326;11.66725445;11.33188152;11.37981033
1.59E+01;294;3.50E-04;-1.99E+00;-2.92E+00;-1.47E+00;5.52E-01;1.25E+01;11.69374084;11.75300407;11.41023731;11.45289135
1.59E+01;294;3.50E-04;-2.05E+00;-2.99E+00;-1.44E+00;5.15E-01;1.26E+01;11.7345829;11.84375381;11.44743347;11.50031471
1.59E+01;294;3.50E-04;-2.13E+00;-3.12E+00;-1.39E+00;4.14E-01;1.27E+01;12.16874504;12.18098354;11.56766224;11.62824821
1.59E+01;294;3.50E-04;-2.21E+00;-3.16E+00;-1.36E+00;4.24E-01;1.28E+01;12.10424423;12.27697563;11.62533951;11.69781494
1.59E+01;294;3.50E-04;-2.29E+00;-3.24E+00;-1.32E+00;3.89E-01;1.29E+01;12.22524452;12.39923668;11.77734756;11.85473251
1.59E+01;294;3.50E-04;-2.38E+00;-3.40E+00;-1.28E+00;2.81E-01;1.30E+01;12.58472252;12.5300045;12.06779003;12.06550503
1.59E+01;294;3.50E-04;-2.47E+00;-3.45E+00;-1.24E+00;2.87E-01;1.31E+01;12.56997204;12.69375134;12.20059681;12.22419262
1.59E+01;294;3.50E-04;-2.57E+00;-3.54E+00;-1.21E+00;2.58E-01;1.32E+01;12.71874809;12.8114872;12.25300026;12.29334259
1.59E+01;294;3.50E-04;-2.67E+00;-3.71E+00;-1.16E+00;1.50E-01;1.33E+01;13.08873367;13.15674019;12.44954491;12.46809673
1.59E+01;294;3.50E-04;-2.78E+00;-3.77E+00;-1.13E+00;1.63E-01;1.35E+01;13.11597729;13.30598927;12.58515453;12.6383419
1.59E+01;294;3.50E-04;-2.89E+00;-3.88E+00;-1.10E+00;1.42E-01;1.36E+01;13.09272671;13.38573456;12.60608482;12.67187595
1.59E+01;294;3.50E-04;-3.00E+00;-4.05E+00;-1.06E+00;3.36E-02;1.37E+01;13.49274731;13.50374699;12.767416;12.79284668
1.59E+01;294;3.50E-04;-3.11E+00;-4.12E+00;-1.04E+00;6.58E-02;1.38E+01;13.43924618;13.52950001;12.78438854;12.8698349
1.59E+01;294;3.50E-04;-3.23E+00;-4.22E+00;-1.01E+00;4.21E-02;1.39E+01;13.49424934;13.65549564;12.90042877;13.00620651
1.59E+01;294;3.50E-04;-3.34E+00;-4.40E+00;-9.68E-01;-5.21E-02;1.40E+01;13.81374359;13.68723011;13.06348801;13.17310524
1.59E+01;304;3.50E-04;-2.93E-01;-6.48E-01;-4.90E-01;1.35E-01;1.04E+01;10.59647274;10.53296757;10.54219055;10.33897972
1.59E+01;304;3.50E-04;-3.63E-01;-7.86E-01;-6.02E-01;1.79E-01;1.06E+01;10.87697887;10.80473137;10.65623093;10.46730614
1.59E+01;304;3.50E-04;-4.46E-01;-9.44E-01;-7.32E-01;2.34E-01;1.07E+01;10.77573872;10.71923637;10.73084259;10.57453442
1.59E+01;304;3.50E-04;-5.42E-01;-1.08E+00;-8.79E-01;3.40E-01;1.08E+01;11.18677235;11.11552715;11.07212925;11.17218494
1.59E+01;304;3.50E-04;-6.50E-01;-1.27E+00;-1.04E+00;4.20E-01;1.09E+01;11.0415287;11.02653027;10.8519392;10.77959538
1.59E+01;304;3.50E-04;-7.66E-01;-1.47E+00;-1.22E+00;5.18E-01;1.10E+01;11.35350704;11.2095089;10.935009;10.86344242
1.59E+01;304;3.50E-04;-8.88E-01;-1.67E+00;-1.41E+00;6.31E-01;1.11E+01;11.35224247;11.27345943;11.01572514;10.95618629
1.59E+01;304;3.50E-04;-1.01E+00;-1.90E+00;-1.60E+00;7.03E-01;1.12E+01;11.38208294;11.33208942;11.13372803;11.07344723
1.59E+01;304;3.50E-04;-1.12E+00;-2.06E+00;-1.76E+00;8.10E-01;1.13E+01;11.49787712;11.4808588;11.20897579;11.14503288
1.59E+01;304;3.50E-04;-1.21E+00;-2.17E+00;-1.88E+00;9.07E-01;1.14E+01;11.55198383;11.51543808;11.21553421;11.19655704
1.59E+01;304;3.50E-04;-1.27E+00;-2.20E+00;-1.95E+00;1.02E+00;1.15E+01;11.5845499;11.52373695;11.22906017;11.22081375
1.59E+01;304;3.50E-04;-1.32E+00;-2.23E+00;-1.96E+00;1.04E+00;1.16E+01;11.58455086;11.53618813;11.27261448;11.25498867
1.59E+01;304;3.50E-04;-1.34E+00;-2.27E+00;-1.90E+00;9.54E-01;1.17E+01;11.58783054;11.54289818;11.30161667;11.27140999
1.59E+01;304;3.50E-04;-1.34E+00;-2.25E+00;-1.79E+00;8.77E-01;1.18E+01;11.55863094;11.49254799;11.29312801;11.27140999
1.59E+01;304;3.50E-04;-1.33E+00;-2.17E+00;-1.68E+00;8.37E-01;1.20E+01;11.52923489;11.4526825;11.21853828;11.26693821
1.59E+01;304;3.50E-04;-1.33E+00;-2.14E+00;-1.58E+00;7.62E-01;1.21E+01;11.4462328;11.34104156;11.21691036;11.26693821
1.59E+01;304;3.50E-04;-1.33E+00;-2.18E+00;-1.50E+00;6.51E-01;1.22E+01;11.50421906;11.4194479;11.22179508;11.26693821
1.59E+01;304;3.50E-04;-1.34E+00;-2.14E+00;-1.44E+00;6.39E-01;1.23E+01;11.49646473;11.38736439;11.21760654;11.27140999
1.59E+01;304;3.50E-04;-1.36E+00;-2.15E+00;-1.40E+00;6.13E-01;1.24E+01;11.44087029;11.34461403;11.21384239;11.27996159
