delta fi L
100 14 4.675E-3
100 16 4.454E-3
100 18 4.207E-3
100 20 3.936E-3
100 22 3.641E-3
100 24 3.324E-3
100 26 2.986E-3
100 28 2.630E-3
100 30 2.257E-3
100 32 1.869E-3
100 34 1.468E-3
100 36 1.055E-3
100 38 6.339E-4
100 40 2.054E-4
100 42 -2.282E-4
100 44 -6.645E-4
100 46 -1.102E-3
100 48 -1.537E-3
100 50 -1.969E-3
100 52 -2.396E-3
100 54 -2.815E-3
100 56 -3.224E-3
100 58 -3.621E-3
100 60 -4.005E-3
100 62 -4.373E-3
100 64 -4.724E-3
100 66 -5.056E-3
100 68 -5.368E-3
100 70 -5.658E-3
100 72 -5.925E-3
100 74 -6.167E-3
100 76 -6.383E-3
100 78 -6.573E-3
100 80 -6.735E-3
100 82 -6.868E-3
100 84 -6.973E-3
100 86 -7.048E-3
100 88 -7.093E-3
100 90 -7.108E-3
100 92 -7.093E-3
100 94 -7.048E-3
100 96 -6.973E-3
100 98 -6.868E-3
100 100 -6.735E-3
100 102 -6.573E-3
100 104 -6.383E-3
100 106 -6.167E-3
100 108 -5.925E-3
100 110 -5.658E-3
100 112 -5.368E-3
100 114 -5.056E-3
100 116 -4.724E-3
100 118 -4.373E-3
100 120 -4.005E-3
100 122 -3.621E-3
100 124 -3.224E-3
100 126 -2.815E-3
100 128 -2.396E-3
100 130 -1.969E-3
100 132 -1.537E-3
100 134 -1.102E-3
100 136 -6.645E-4
100 138 -2.282E-4
100 140 2.054E-4
100 142 6.339E-4
100 144 1.055E-3
100 146 1.468E-3
100 148 1.869E-3
100 150 2.257E-3
100 152 2.630E-3
100 154 2.986E-3
100 156 3.324E-3
100 158 3.641E-3
100 160 3.936E-3
100 162 4.207E-3
100 164 4.454E-3
100 166 4.675E-3
100 168 4.869E-3
100 170 5.034E-3
100 172 5.171E-3
100 174 5.278E-3
100 176 5.355E-3
100 178 5.401E-3
100 180 5.416E-3
102 0 5.545E-3
102 2 5.529E-3
102 4 5.482E-3
102 6 5.403E-3
102 8 5.294E-3
102 10 5.154E-3
102 12 4.984E-3
102 14 4.786E-3
102 16 4.560E-3
102 18 4.307E-3
102 20 4.029E-3
102 22 3.727E-3
102 24 3.402E-3
102 26 3.057E-3
102 28 2.692E-3
102 30 2.310E-3
102 32 1.913E-3
102 34 1.502E-3
102 36 1.080E-3
102 38 6.480E-4
102 40 2.091E-4
102 42 -2.347E-4
102 44 -6.815E-4
102 46 -1.129E-3
102 48 -1.575E-3
102 50 -2.017E-3
102 52 -2.454E-3
102 54 -2.883E-3
102 56 -3.301E-3
102 58 -3.708E-3
102 60 -4.101E-3
102 62 -4.478E-3
102 64 -4.838E-3
102 66 -5.178E-3
102 68 -5.497E-3
102 70 -5.794E-3
102 72 -6.067E-3
102 74 -6.314E-3
102 76 -6.536E-3
102 78 -6.730E-3
102 80 -6.896E-3
102 82 -7.032E-3
102 84 -7.139E-3
102 86 -7.216E-3
102 88 -7.262E-3
102 90 -7.278E-3
102 92 -7.262E-3
102 94 -7.216E-3
102 96 -7.139E-3
102 98 -7.032E-3
102 100 -6.896E-3
102 102 -6.730E-3
102 104 -6.536E-3
102 106 -6.314E-3
102 108 -6.067E-3
102 110 -5.794E-3
102 112 -5.497E-3
102 114 -5.178E-3
102 116 -4.838E-3
102 118 -4.478E-3
102 120 -4.101E-3
102 122 -3.708E-3
102 124 -3.301E-3
102 126 -2.883E-3
102 128 -2.454E-3
102 130 -2.017E-3
102 132 -1.575E-3
102 134 -1.129E-3
102 136 -6.815E-4
102 138 -2.347E-4
102 140 2.091E-4
102 142 6.480E-4
102 144 1.080E-3
102 146 1.502E-3
102 148 1.913E-3
102 150 2.310E-3
102 152 2.692E-3
102 154 3.057E-3
102 156 3.402E-3
102 158 3.727E-3
102 160 4.029E-3
102 162 4.307E-3
102 164 4.560E-3
102 166 4.786E-3
102 168 4.984E-3
102 170 5.154E-3
102 172 5.294E-3
102 174 5.403E-3
102 176 5.482E-3
102 178 5.529E-3
102 180 5.545E-3
104 0 5.673E-3
104 2 5.657E-3
104 4 5.608E-3
104 6 5.528E-3
104 8 5.416E-3
104 10 5.273E-3
104 12 5.099E-3
104 14 4.896E-3
104 16 4.665E-3
104 18 4.406E-3
104 20 4.121E-3
104 22 3.812E-3
104 24 3.480E-3
104 26 3.126E-3
104 28 2.753E-3
104 30 2.362E-3
104 32 1.956E-3
104 34 1.535E-3
104 36 1.103E-3
104 38 6.618E-4
104 40 2.128E-4
104 42 -2.413E-4
104 44 -6.985E-4
104 46 -1.156E-3
104 48 -1.613E-3
104 50 -2.065E-3
104 52 -2.512E-3
104 54 -2.950E-3
104 56 -3.379E-3
104 58 -3.795E-3
104 60 -4.197E-3
104 62 -4.583E-3
104 64 -4.950E-3
104 66 -5.298E-3
104 68 -5.625E-3
104 70 -5.928E-3
104 72 -6.207E-3
104 74 -6.461E-3
104 76 -6.687E-3
104 78 -6.886E-3
104 80 -7.055E-3
104 82 -7.195E-3
104 84 -7.305E-3
104 86 -7.383E-3
104 88 -7.430E-3
104 90 -7.446E-3
104 92 -7.430E-3
104 94 -7.383E-3
104 96 -7.305E-3
104 98 -7.195E-3
104 100 -7.055E-3
104 102 -6.886E-3
104 104 -6.687E-3
104 106 -6.461E-3
104 108 -6.207E-3
104 110 -5.928E-3
104 112 -5.625E-3
104 114 -5.298E-3
104 116 -4.950E-3
104 118 -4.583E-3
104 120 -4.197E-3
104 122 -3.795E-3
104 124 -3.379E-3
104 126 -2.950E-3
104 128 -2.512E-3
104 130 -2.065E-3
104 132 -1.613E-3
104 134 -1.156E-3
104 136 -6.985E-4
104 138 -2.413E-4
104 140 2.128E-4
104 142 6.618E-4
104 144 1.103E-3
104 146 1.535E-3
104 148 1.956E-3
104 150 2.362E-3
104 152 2.753E-3
104 154 3.126E-3
104 156 3.480E-3
104 158 3.812E-3
104 160 4.121E-3
104 162 4.406E-3
104 164 4.665E-3
104 166 4.896E-3
104 168 5.099E-3
104 170 5.273E-3
104 172 5.416E-3
104 174 5.528E-3
104 176 5.608E-3
104 178 5.657E-3
104 180 5.673E-3
106 0 5.800E-3
106 2 5.783E-3
106 4 5.734E-3
106 6 5.651E-3
106 8 5.537E-3
106 10 5.390E-3
106 12 5.213E-3
106 14 5.005E-3
106 16 4.769E-3
106 18 4.504E-3
106 20 4.213E-3
106 22 3.897E-3
106 24 3.557E-3
106 26 3.196E-3
106 28 2.814E-3
106 30 2.414E-3
106 32 1.999E-3
106 34 1.569E-3
106 36 1.127E-3
106 38 6.755E-4
106 40 2.164E-4
106 42 -2.479E-4
106 44 -7.153E-4
106 46 -1.183E-3
106 48 -1.650E-3
106 50 -2.113E-3
106 52 -2.569E-3
106 54 -3.018E-3
106 56 -3.456E-3
106 58 -3.881E-3
106 60 -4.292E-3
106 62 -4.686E-3
106 64 -5.062E-3
106 66 -5.418E-3
106 68 -5.751E-3
106 70 -6.062E-3
106 72 -6.347E-3
106 74 -6.606E-3
106 76 -6.838E-3
106 78 -7.040E-3
106 80 -7.214E-3
106 82 -7.357E-3
106 84 -7.468E-3
106 86 -7.549E-3
106 88 -7.597E-3
106 90 -7.613E-3
106 92 -7.597E-3
106 94 -7.549E-3
106 96 -7.468E-3
106 98 -7.357E-3
106 100 -7.214E-3
106 102 -7.040E-3
106 104 -6.838E-3
106 106 -6.606E-3
106 108 -6.347E-3
106 110 -6.062E-3
106 112 -5.751E-3
106 114 -5.418E-3
106 116 -5.062E-3
106 118 -4.686E-3
106 120 -4.292E-3
106 122 -3.881E-3
106 124 -3.456E-3
106 126 -3.018E-3
106 128 -2.569E-3
106 130 -2.113E-3
106 132 -1.650E-3
106 134 -1.183E-3
106 136 -7.153E-4
106 138 -2.479E-4
106 140 2.164E-4
106 142 6.755E-4
106 144 1.127E-3
106 146 1.569E-3
106 148 1.999E-3
106 150 2.414E-3
106 152 2.814E-3
106 154 3.196E-3
106 156 3.557E-3
106 158 3.897E-3
106 160 4.213E-3
106 162 4.504E-3
106 164 4.769E-3
106 166 5.005E-3
106 168 5.213E-3
106 170 5.390E-3
106 172 5.537E-3
106 174 5.651E-3
106 176 5.734E-3
106 178 5.783E-3
106 180 5.800E-3
108 0 5.925E-3
108 2 5.908E-3
108 4 5.858E-3
108 6 5.774E-3
108 8 5.656E-3
108 10 5.507E-3
108 12 5.325E-3
108 14 5.113E-3
108 16 4.871E-3
108 18 4.601E-3
108 20 4.304E-3
108 22 3.981E-3
108 24 3.633E-3
108 26 3.264E-3
108 28 2.874E-3
108 30 2.466E-3
108 32 2.041E-3
108 34 1.602E-3
108 36 1.150E-3
108 38 6.890E-4
108 40 2.199E-4
108 42 -2.545E-4
108 44 -7.320E-4
108 46 -1.210E-3
108 48 -1.687E-3
108 50 -2.160E-3
108 52 -2.626E-3
108 54 -3.084E-3
108 56 -3.531E-3
108 58 -3.966E-3
108 60 -4.386E-3
108 62 -4.789E-3
108 64 -5.173E-3
108 66 -5.536E-3
108 68 -5.877E-3
108 70 -6.194E-3
108 72 -6.485E-3
108 74 -6.750E-3
108 76 -6.986E-3
108 78 -7.193E-3
108 80 -7.370E-3
108 82 -7.516E-3
108 84 -7.631E-3
108 86 -7.713E-3
108 88 -7.762E-3
108 90 -7.778E-3
108 92 -7.762E-3
108 94 -7.713E-3
108 96 -7.631E-3
108 98 -7.516E-3
108 100 -7.370E-3
108 102 -7.193E-3
108 104 -6.986E-3
108 106 -6.750E-3
108 108 -6.485E-3
108 110 -6.194E-3
108 112 -5.877E-3
108 114 -5.536E-3
108 116 -5.173E-3
108 118 -4.789E-3
108 120 -4.386E-3
108 122 -3.966E-3
108 124 -3.531E-3
108 126 -3.084E-3
108 128 -2.626E-3
108 130 -2.160E-3
108 132 -1.687E-3
108 134 -1.210E-3
108 136 -7.320E-4
108 138 -2.545E-4
108 140 2.199E-4
108 142 6.890E-4
108 144 1.150E-3
108 146 1.602E-3
108 148 2.041E-3
108 150 2.466E-3
108 152 2.874E-3
108 154 3.264E-3
108 156 3.633E-3
108 158 3.981E-3
108 160 4.304E-3
108 162 4.601E-3
108 164 4.871E-3
108 166 5.113E-3
108 168 5.325E-3
108 170 5.507E-3
108 172 5.656E-3
108 174 5.774E-3
108 176 5.858E-3
108 178 5.908E-3
108 180 5.925E-3
110 0 6.049E-3
110 2 6.032E-3
110 4 5.980E-3
110 6 5.894E-3
110 8 5.775E-3
110 10 5.622E-3
110 12 5.437E-3
110 14 5.220E-3
110 16 4.973E-3
110 18 4.697E-3
110 20 4.393E-3
110 22 4.063E-3
110 24 3.709E-3
110 26 3.332E-3
110 28 2.933E-3
110 30 2.516E-3
110 32 2.083E-3
110 34 1.634E-3
110 36 1.173E-3
110 38 7.022E-4
110 40 2.233E-4
110 42 -2.610E-4
110 44 -7.485E-4
110 46 -1.237E-3
110 48 -1.723E-3
110 50 -2.206E-3
110 52 -2.682E-3
110 54 -3.150E-3
110 56 -3.607E-3
110 58 -4.050E-3
110 60 -4.479E-3
110 62 -4.890E-3
110 64 -5.282E-3
110 66 -5.653E-3
110 68 -6.001E-3
110 70 -6.324E-3
110 72 -6.622E-3
110 74 -6.892E-3
110 76 -7.133E-3
110 78 -7.345E-3
110 80 -7.525E-3
110 82 -7.674E-3
110 84 -7.791E-3
110 86 -7.875E-3
110 88 -7.925E-3
110 90 -7.942E-3
110 92 -7.925E-3
110 94 -7.875E-3
110 96 -7.791E-3
110 98 -7.674E-3
110 100 -7.525E-3
110 102 -7.345E-3
110 104 -7.133E-3
110 106 -6.892E-3
110 108 -6.622E-3
110 110 -6.324E-3
110 112 -6.001E-3
110 114 -5.653E-3
110 116 -5.282E-3
110 118 -4.890E-3
110 120 -4.479E-3
110 122 -4.050E-3
110 124 -3.607E-3
110 126 -3.150E-3
110 128 -2.682E-3
110 130 -2.206E-3
110 132 -1.723E-3
110 134 -1.237E-3
110 136 -7.485E-4
110 138 -2.610E-4
110 140 2.233E-4
110 142 7.022E-4
110 144 1.173E-3
110 146 1.634E-3
110 148 2.083E-3
110 150 2.516E-3
110 152 2.933E-3
110 154 3.332E-3
110 156 3.709E-3
110 158 4.063E-3
110 160 4.393E-3
110 162 4.697E-3
110 164 4.973E-3
110 166 5.220E-3
110 168 5.437E-3
110 170 5.622E-3
110 172 5.775E-3
110 174 5.894E-3
110 176 5.980E-3
110 178 6.032E-3
110 180 6.049E-3
112 0 6.171E-3
112 2 6.154E-3
112 4 6.101E-3
112 6 6.013E-3
112 8 5.891E-3
112 10 5.735E-3
112 12 5.546E-3
112 14 5.325E-3
112 16 5.073E-3
112 18 4.792E-3
112 20 4.482E-3
112 22 4.145E-3
112 24 3.783E-3
112 26 3.398E-3
112 28 2.992E-3
112 30 2.566E-3
112 32 2.124E-3
112 34 1.666E-3
112 36 1.196E-3
112 38 7.153E-4
112 40 2.267E-4
112 42 -2.675E-4
112 44 -7.649E-4
112 46 -1.263E-3
112 48 -1.760E-3
112 50 -2.252E-3
112 52 -2.738E-3
112 54 -3.215E-3
112 56 -3.681E-3
112 58 -4.133E-3
112 60 -4.570E-3
112 62 -4.990E-3
112 64 -5.390E-3
112 66 -5.768E-3
112 68 -6.123E-3
112 70 -6.453E-3
112 72 -6.756E-3
112 74 -7.032E-3
112 76 -7.278E-3
112 78 -7.494E-3
112 80 -7.678E-3
112 82 -7.830E-3
112 84 -7.949E-3
112 86 -8.034E-3
112 88 -8.086E-3
112 90 -8.103E-3
112 92 -8.086E-3
112 94 -8.034E-3
112 96 -7.949E-3
112 98 -7.830E-3
112 100 -7.678E-3
112 102 -7.494E-3
112 104 -7.278E-3
112 106 -7.032E-3
112 108 -6.756E-3
112 110 -6.453E-3
112 112 -6.123E-3
112 114 -5.768E-3
112 116 -5.390E-3
112 118 -4.990E-3
112 120 -4.570E-3
112 122 -4.133E-3
112 124 -3.681E-3
112 126 -3.215E-3
112 128 -2.738E-3
112 130 -2.252E-3
112 132 -1.760E-3
112 134 -1.263E-3
112 136 -7.649E-4
112 138 -2.675E-4
112 140 2.267E-4
112 142 7.153E-4
112 144 1.196E-3
112 146 1.666E-3
112 148 2.124E-3
112 150 2.566E-3
112 152 2.992E-3
112 154 3.398E-3
112 156 3.783E-3
112 158 4.145E-3
112 160 4.482E-3
112 162 4.792E-3
112 164 5.073E-3
112 166 5.325E-3
112 168 5.546E-3
112 170 5.735E-3
112 172 5.891E-3
112 174 6.013E-3
112 176 6.101E-3
112 178 6.154E-3
112 180 6.171E-3
114 0 6.292E-3
114 2 6.274E-3
114 4 6.220E-3
114 6 6.131E-3
114 8 6.006E-3
114 10 5.847E-3
114 12 5.655E-3
114 14 5.429E-3
114 16 5.172E-3
114 18 4.885E-3
114 20 4.569E-3
114 22 4.225E-3
114 24 3.856E-3
114 26 3.464E-3
114 28 3.050E-3
114 30 2.616E-3
114 32 2.164E-3
114 34 1.698E-3
114 36 1.218E-3
114 38 7.281E-4
114 40 2.299E-4
114 42 -2.740E-4
114 44 -7.811E-4
114 46 -1.289E-3
114 48 -1.795E-3
114 50 -2.297E-3
114 52 -2.793E-3
114 54 -3.279E-3
114 56 -3.754E-3
114 58 -4.215E-3
114 60 -4.661E-3
114 62 -5.088E-3
114 64 -5.496E-3
114 66 -5.882E-3
114 68 -6.244E-3
114 70 -6.580E-3
114 72 -6.889E-3
114 74 -7.170E-3
114 76 -7.421E-3
114 78 -7.641E-3
114 80 -7.829E-3
114 82 -7.984E-3
114 84 -8.105E-3
114 86 -8.192E-3
114 88 -8.244E-3
114 90 -8.262E-3
114 92 -8.244E-3
114 94 -8.192E-3
114 96 -8.105E-3
114 98 -7.984E-3
114 100 -7.829E-3
114 102 -7.641E-3
114 104 -7.421E-3
114 106 -7.170E-3
114 108 -6.889E-3
114 110 -6.580E-3
114 112 -6.244E-3
114 114 -5.882E-3
114 116 -5.496E-3
114 118 -5.088E-3
114 120 -4.661E-3
114 122 -4.215E-3
114 124 -3.754E-3
114 126 -3.279E-3
114 128 -2.793E-3
114 130 -2.297E-3
114 132 -1.795E-3
114 134 -1.289E-3
114 136 -7.811E-4
114 138 -2.740E-4
114 140 2.299E-4
114 142 7.281E-4
114 144 1.218E-3
114 146 1.698E-3
114 148 2.164E-3
114 150 2.616E-3
114 152 3.050E-3
114 154 3.464E-3
114 156 3.856E-3
114 158 4.225E-3
114 160 4.569E-3
114 162 4.885E-3
114 164 5.172E-3
114 166 5.429E-3
114 168 5.655E-3
114 170 5.847E-3
114 172 6.006E-3
114 174 6.131E-3
114 176 6.220E-3
114 178 6.274E-3
114 180 6.292E-3
116 0 6.411E-3
116 2 6.392E-3
116 4 6.337E-3
116 6 6.246E-3
116 8 6.119E-3
116 10 5.957E-3
116 12 5.761E-3
116 14 5.531E-3
116 16 5.269E-3
116 18 4.976E-3
116 20 4.654E-3
116 22 4.304E-3
116 24 3.928E-3
116 26 3.528E-3
116 28 3.106E-3
116 30 2.664E-3
116 32 2.204E-3
116 34 1.729E-3
116 36 1.240E-3
116 38 7.407E-4
116 40 2.330E-4
116 42 -2.804E-4
116 44 -7.971E-4
116 46 -1.315E-3
116 48 -1.830E-3
116 50 -2.342E-3
116 52 -2.846E-3
116 54 -3.342E-3
116 56 -3.826E-3
116 58 -4.296E-3
116 60 -4.750E-3
116 62 -5.186E-3
116 64 -5.601E-3
116 66 -5.994E-3
116 68 -6.362E-3
116 70 -6.705E-3
116 72 -7.020E-3
116 74 -7.306E-3
116 76 -7.562E-3
116 78 -7.786E-3
116 80 -7.977E-3
116 82 -8.135E-3
116 84 -8.258E-3
116 86 -8.347E-3
116 88 -8.400E-3
116 90 -8.418E-3
116 92 -8.400E-3
116 94 -8.347E-3
116 96 -8.258E-3
116 98 -8.135E-3
116 100 -7.977E-3
116 102 -7.786E-3
116 104 -7.562E-3
116 106 -7.306E-3
116 108 -7.020E-3
116 110 -6.705E-3
116 112 -6.362E-3
116 114 -5.994E-3
116 116 -5.601E-3
116 118 -5.186E-3
116 120 -4.750E-3
116 122 -4.296E-3
116 124 -3.826E-3
116 126 -3.342E-3
116 128 -2.846E-3
116 130 -2.342E-3
116 132 -1.830E-3
116 134 -1.315E-3
116 136 -7.971E-4
116 138 -2.804E-4
116 140 2.330E-4
116 142 7.407E-4
116 144 1.240E-3
116 146 1.729E-3
116 148 2.204E-3
116 150 2.664E-3
116 152 3.106E-3
116 154 3.528E-3
116 156 3.928E-3
116 158 4.304E-3
116 160 4.654E-3
116 162 4.976E-3
116 164 5.269E-3
116 166 5.531E-3
116 168 5.761E-3
116 170 5.957E-3
116 172 6.119E-3
116 174 6.246E-3
116 176 6.337E-3
116 178 6.392E-3
116 180 6.411E-3
118 0 6.527E-3
118 2 6.509E-3
118 4 6.453E-3
118 6 6.360E-3
118 8 6.231E-3
118 10 6.066E-3
118 12 5.866E-3
118 14 5.632E-3
118 16 5.365E-3
118 18 5.067E-3
118 20 4.738E-3
118 22 4.382E-3
118 24 3.999E-3
118 26 3.592E-3
118 28 3.162E-3
118 30 2.712E-3
118 32 2.243E-3
118 34 1.759E-3
118 36 1.262E-3
118 38 7.530E-4
118 40 2.361E-4
118 42 -2.867E-4
118 44 -8.129E-4
118 46 -1.340E-3
118 48 -1.865E-3
118 50 -2.386E-3
118 52 -2.900E-3
118 54 -3.404E-3
118 56 -3.897E-3
118 58 -4.375E-3
118 60 -4.837E-3
118 62 -5.281E-3
118 64 -5.704E-3
118 66 -6.104E-3
118 68 -6.479E-3
118 70 -6.828E-3
118 72 -7.149E-3
118 74 -7.440E-3
118 76 -7.700E-3
118 78 -7.928E-3
118 80 -8.123E-3
118 82 -8.284E-3
118 84 -8.409E-3
118 86 -8.500E-3
118 88 -8.554E-3
118 90 -8.572E-3
118 92 -8.554E-3
118 94 -8.500E-3
118 96 -8.409E-3
118 98 -8.284E-3
118 100 -8.123E-3
118 102 -7.928E-3
118 104 -7.700E-3
118 106 -7.440E-3
118 108 -7.149E-3
118 110 -6.828E-3
118 112 -6.479E-3
118 114 -6.104E-3
118 116 -5.704E-3
118 118 -5.281E-3
118 120 -4.837E-3
118 122 -4.375E-3
118 124 -3.897E-3
118 126 -3.404E-3
118 128 -2.900E-3
118 130 -2.386E-3
118 132 -1.865E-3
118 134 -1.340E-3
118 136 -8.129E-4
118 138 -2.867E-4
118 140 2.361E-4
118 142 7.530E-4
118 144 1.262E-3
118 146 1.759E-3
118 148 2.243E-3
118 150 2.712E-3
118 152 3.162E-3
118 154 3.592E-3
118 156 3.999E-3
118 158 4.382E-3
118 160 4.738E-3
118 162 5.067E-3
118 164 5.365E-3
118 166 5.632E-3
118 168 5.866E-3
118 170 6.066E-3
118 172 6.231E-3
118 174 6.360E-3
118 176 6.453E-3
118 178 6.509E-3
118 180 6.527E-3
120 0 6.642E-3
120 2 6.623E-3
120 4 6.566E-3
120 6 6.471E-3
120 8 6.340E-3
120 10 6.172E-3
120 12 5.968E-3
120 14 5.730E-3
120 16 5.458E-3
120 18 5.155E-3
120 20 4.821E-3
120 22 4.458E-3
120 24 4.069E-3
120 26 3.654E-3
120 28 3.217E-3
120 30 2.758E-3
120 32 2.282E-3
120 34 1.789E-3
120 36 1.283E-3
120 38 7.651E-4
120 40 2.390E-4
120 42 -2.930E-4
120 44 -8.284E-4
120 46 -1.365E-3
120 48 -1.899E-3
120 50 -2.429E-3
120 52 -2.952E-3
120 54 -3.465E-3
120 56 -3.966E-3
120 58 -4.453E-3
120 60 -4.923E-3
120 62 -5.375E-3
120 64 -5.805E-3
120 66 -6.212E-3
120 68 -6.593E-3
120 70 -6.948E-3
120 72 -7.275E-3
120 74 -7.571E-3
120 76 -7.836E-3
120 78 -8.068E-3
120 80 -8.266E-3
120 82 -8.429E-3
120 84 -8.557E-3
120 86 -8.649E-3
120 88 -8.704E-3
120 90 -8.723E-3
120 92 -8.704E-3
120 94 -8.649E-3
120 96 -8.557E-3
120 98 -8.429E-3
120 100 -8.266E-3
120 102 -8.068E-3
120 104 -7.836E-3
120 106 -7.571E-3
120 108 -7.275E-3
120 110 -6.948E-3
120 112 -6.593E-3
120 114 -6.212E-3
120 116 -5.805E-3
120 118 -5.375E-3
120 120 -4.923E-3
120 122 -4.453E-3
120 124 -3.966E-3
120 126 -3.465E-3
120 128 -2.952E-3
120 130 -2.429E-3
120 132 -1.899E-3
120 134 -1.365E-3
120 136 -8.284E-4
120 138 -2.930E-4
120 140 2.390E-4
120 142 7.651E-4
120 144 1.283E-3
120 146 1.789E-3
120 148 2.282E-3
120 150 2.758E-3
120 152 3.217E-3
120 154 3.654E-3
120 156 4.069E-3
120 158 4.458E-3
120 160 4.821E-3
120 162 5.155E-3
120 164 5.458E-3
120 166 5.730E-3
120 168 5.968E-3
120 170 6.172E-3
120 172 6.340E-3
120 174 6.471E-3
120 176 6.566E-3
120 178 6.623E-3
120 180 6.642E-3
122 0 6.754E-3
122 2 6.734E-3
122 4 6.677E-3
122 6 6.580E-3
122 8 6.447E-3
122 10 6.276E-3
122 12 6.069E-3
122 14 5.826E-3
122 16 5.550E-3
122 18 5.242E-3
122 20 4.902E-3
122 22 4.533E-3
122 24 4.137E-3
122 26 3.715E-3
122 28 3.270E-3
122 30 2.804E-3
122 32 2.319E-3
122 34 1.818E-3
122 36 1.303E-3
122 38 7.768E-4
122 40 2.419E-4
122 42 -2.992E-4
122 44 -8.437E-4
122 46 -1.389E-3
122 48 -1.932E-3
122 50 -2.471E-3
122 52 -3.003E-3
122 54 -3.525E-3
122 56 -4.034E-3
122 58 -4.530E-3
122 60 -5.008E-3
122 62 -5.466E-3
122 64 -5.904E-3
122 66 -6.317E-3
122 68 -6.706E-3
122 70 -7.067E-3
122 72 -7.398E-3
122 74 -7.700E-3
122 76 -7.969E-3
122 78 -8.205E-3
122 80 -8.406E-3
122 82 -8.572E-3
122 84 -8.702E-3
122 86 -8.796E-3
122 88 -8.852E-3
122 90 -8.871E-3
122 92 -8.852E-3
122 94 -8.796E-3
122 96 -8.702E-3
122 98 -8.572E-3
122 100 -8.406E-3
122 102 -8.205E-3
122 104 -7.969E-3
122 106 -7.700E-3
122 108 -7.398E-3
122 110 -7.067E-3
122 112 -6.706E-3
122 114 -6.317E-3
122 116 -5.904E-3
122 118 -5.466E-3
122 120 -5.008E-3
122 122 -4.530E-3
122 124 -4.034E-3
122 126 -3.525E-3
122 128 -3.003E-3
122 130 -2.471E-3
122 132 -1.932E-3
122 134 -1.389E-3
122 136 -8.437E-4
122 138 -2.992E-4
122 140 2.419E-4
122 142 7.768E-4
122 144 1.303E-3
122 146 1.818E-3
122 148 2.319E-3
122 150 2.804E-3
122 152 3.270E-3
122 154 3.715E-3
122 156 4.137E-3
122 158 4.533E-3
122 160 4.902E-3
122 162 5.242E-3
122 164 5.550E-3
122 166 5.826E-3
122 168 6.069E-3
122 170 6.276E-3
122 172 6.447E-3
122 174 6.580E-3
122 176 6.677E-3
122 178 6.734E-3
122 180 6.754E-3
124 0 6.863E-3
124 2 6.844E-3
124 4 6.785E-3
124 6 6.687E-3
124 8 6.551E-3
124 10 6.377E-3
124 12 6.167E-3
124 14 5.921E-3
124 16 5.640E-3
124 18 5.326E-3
124 20 4.981E-3
124 22 4.606E-3
124 24 4.203E-3
124 26 3.775E-3
124 28 3.322E-3
124 30 2.849E-3
124 32 2.356E-3
124 34 1.847E-3
124 36 1.323E-3
124 38 7.883E-4
124 40 2.446E-4
124 42 -3.053E-4
124 44 -8.586E-4
124 46 -1.413E-3
124 48 -1.965E-3
124 50 -2.512E-3
124 52 -3.053E-3
124 54 -3.583E-3
124 56 -4.101E-3
124 58 -4.604E-3
124 60 -5.090E-3
124 62 -5.556E-3
124 64 -6.001E-3
124 66 -6.421E-3
124 68 -6.816E-3
124 70 -7.182E-3
124 72 -7.519E-3
124 74 -7.825E-3
124 76 -8.099E-3
124 78 -8.339E-3
124 80 -8.543E-3
124 82 -8.712E-3
124 84 -8.844E-3
124 86 -8.939E-3
124 88 -8.996E-3
124 90 -9.015E-3
124 92 -8.996E-3
124 94 -8.939E-3
124 96 -8.844E-3
124 98 -8.712E-3
124 100 -8.543E-3
124 102 -8.339E-3
124 104 -8.099E-3
124 106 -7.825E-3
124 108 -7.519E-3
124 110 -7.182E-3
124 112 -6.816E-3
124 114 -6.421E-3
124 116 -6.001E-3
124 118 -5.556E-3
124 120 -5.090E-3
124 122 -4.604E-3
124 124 -4.101E-3
124 126 -3.583E-3
124 128 -3.053E-3
124 130 -2.512E-3
124 132 -1.965E-3
124 134 -1.413E-3
124 136 -8.586E-4
124 138 -3.053E-4
124 140 2.446E-4
124 142 7.883E-4
124 144 1.323E-3
124 146 1.847E-3
124 148 2.356E-3
124 150 2.849E-3
124 152 3.322E-3
124 154 3.775E-3
124 156 4.203E-3
124 158 4.606E-3
124 160 4.981E-3
124 162 5.326E-3
124 164 5.640E-3
124 166 5.921E-3
124 168 6.167E-3
124 170 6.377E-3
124 172 6.551E-3
124 174 6.687E-3
124 176 6.785E-3
124 178 6.844E-3
124 180 6.863E-3
126 0 6.970E-3
126 2 6.950E-3
126 4 6.891E-3
126 6 6.791E-3
126 8 6.653E-3
126 10 6.477E-3
126 12 6.263E-3
126 14 6.013E-3
126 16 5.728E-3
126 18 5.409E-3
126 20 5.058E-3
126 22 4.677E-3
126 24 4.268E-3
126 26 3.833E-3
126 28 3.373E-3
126 30 2.892E-3
126 32 2.392E-3
126 34 1.874E-3
126 36 1.343E-3
126 38 7.994E-4
126 40 2.472E-4
126 42 -3.112E-4
126 44 -8.732E-4
126 46 -1.436E-3
126 48 -1.997E-3
126 50 -2.553E-3
126 52 -3.102E-3
126 54 -3.640E-3
126 56 -4.166E-3
126 58 -4.677E-3
126 60 -5.171E-3
126 62 -5.644E-3
126 64 -6.095E-3
126 66 -6.522E-3
126 68 -6.923E-3
126 70 -7.295E-3
