delta fi R2
114 12 1.294E-2
114 14 1.294E-2
114 16 1.294E-2
114 18 1.294E-2
114 20 1.294E-2
114 22 1.294E-2
114 24 1.294E-2
114 26 1.294E-2
114 28 1.294E-2
114 30 1.294E-2
114 32 1.294E-2
114 34 1.294E-2
114 36 1.294E-2
114 38 1.294E-2
114 40 1.294E-2
114 42 1.294E-2
114 44 1.294E-2
114 46 1.294E-2
114 48 1.294E-2
114 50 1.294E-2
114 52 1.294E-2
114 54 1.294E-2
114 56 1.294E-2
114 58 1.294E-2
114 60 1.294E-2
114 62 1.294E-2
114 64 1.294E-2
114 66 1.294E-2
114 68 1.294E-2
114 70 1.294E-2
114 72 1.294E-2
114 74 1.294E-2
114 76 1.294E-2
114 78 1.294E-2
114 80 1.294E-2
114 82 1.294E-2
114 84 1.294E-2
114 86 1.294E-2
114 88 1.294E-2
114 90 1.294E-2
114 92 1.294E-2
114 94 1.294E-2
114 96 1.294E-2
114 98 1.294E-2
114 100 1.294E-2
114 102 1.294E-2
114 104 1.294E-2
114 106 1.294E-2
114 108 1.294E-2
114 110 1.294E-2
114 112 1.294E-2
114 114 1.294E-2
114 116 1.294E-2
114 118 1.294E-2
114 120 1.294E-2
114 122 1.294E-2
114 124 1.294E-2
114 126 1.294E-2
114 128 1.294E-2
114 130 1.294E-2
114 132 1.294E-2
114 134 1.294E-2
114 136 1.294E-2
114 138 1.294E-2
114 140 1.294E-2
114 142 1.294E-2
114 144 1.294E-2
114 146 1.294E-2
114 148 1.294E-2
114 150 1.294E-2
114 152 1.294E-2
114 154 1.294E-2
114 156 1.294E-2
114 158 1.294E-2
114 160 1.294E-2
114 162 1.294E-2
114 164 1.294E-2
114 166 1.294E-2
114 168 1.294E-2
114 170 1.294E-2
114 172 1.294E-2
114 174 1.294E-2
114 176 1.294E-2
114 178 1.294E-2
114 180 1.294E-2
116 0 1.319E-2
116 2 1.319E-2
116 4 1.319E-2
116 6 1.319E-2
116 8 1.319E-2
116 10 1.319E-2
116 12 1.319E-2
116 14 1.319E-2
116 16 1.319E-2
116 18 1.319E-2
116 20 1.319E-2
116 22 1.319E-2
116 24 1.319E-2
116 26 1.319E-2
116 28 1.319E-2
116 30 1.319E-2
116 32 1.319E-2
116 34 1.319E-2
116 36 1.319E-2
116 38 1.319E-2
116 40 1.319E-2
116 42 1.319E-2
116 44 1.319E-2
116 46 1.319E-2
116 48 1.319E-2
116 50 1.319E-2
116 52 1.319E-2
116 54 1.319E-2
116 56 1.319E-2
116 58 1.319E-2
116 60 1.319E-2
116 62 1.319E-2
116 64 1.319E-2
116 66 1.319E-2
116 68 1.319E-2
116 70 1.319E-2
116 72 1.319E-2
116 74 1.319E-2
116 76 1.319E-2
116 78 1.319E-2
116 80 1.319E-2
116 82 1.319E-2
116 84 1.319E-2
116 86 1.319E-2
116 88 1.319E-2
116 90 1.319E-2
116 92 1.319E-2
116 94 1.319E-2
116 96 1.319E-2
116 98 1.319E-2
116 100 1.319E-2
116 102 1.319E-2
116 104 1.319E-2
116 106 1.319E-2
116 108 1.319E-2
116 110 1.319E-2
116 112 1.319E-2
116 114 1.319E-2
116 116 1.319E-2
116 118 1.319E-2
116 120 1.319E-2
116 122 1.319E-2
116 124 1.319E-2
116 126 1.319E-2
116 128 1.319E-2
116 130 1.319E-2
116 132 1.319E-2
116 134 1.319E-2
116 136 1.319E-2
116 138 1.319E-2
116 140 1.319E-2
116 142 1.319E-2
116 144 1.319E-2
116 146 1.319E-2
116 148 1.319E-2
116 150 1.319E-2
116 152 1.319E-2
116 154 1.319E-2
116 156 1.319E-2
116 158 1.319E-2
116 160 1.319E-2
116 162 1.319E-2
116 164 1.319E-2
116 166 1.319E-2
116 168 1.319E-2
116 170 1.319E-2
116 172 1.319E-2
116 174 1.319E-2
116 176 1.319E-2
116 178 1.319E-2
116 180 1.319E-2
118 0 1.343E-2
118 2 1.343E-2
118 4 1.343E-2
118 6 1.343E-2
118 8 1.343E-2
118 10 1.343E-2
118 12 1.343E-2
118 14 1.343E-2
118 16 1.343E-2
118 18 1.343E-2
118 20 1.343E-2
118 22 1.343E-2
118 24 1.343E-2
118 26 1.343E-2
118 28 1.343E-2
118 30 1.343E-2
118 32 1.343E-2
118 34 1.343E-2
118 36 1.343E-2
118 38 1.343E-2
118 40 1.343E-2
118 42 1.343E-2
118 44 1.343E-2
118 46 1.343E-2
118 48 1.343E-2
118 50 1.343E-2
118 52 1.343E-2
118 54 1.343E-2
118 56 1.343E-2
118 58 1.343E-2
118 60 1.343E-2
118 62 1.343E-2
118 64 1.343E-2
118 66 1.343E-2
118 68 1.343E-2
118 70 1.343E-2
118 72 1.343E-2
118 74 1.343E-2
118 76 1.343E-2
118 78 1.343E-2
118 80 1.343E-2
118 82 1.343E-2
118 84 1.343E-2
118 86 1.343E-2
118 88 1.343E-2
118 90 1.343E-2
118 92 1.343E-2
118 94 1.343E-2
118 96 1.343E-2
118 98 1.343E-2
118 100 1.343E-2
118 102 1.343E-2
118 104 1.343E-2
118 106 1.343E-2
118 108 1.343E-2
118 110 1.343E-2
118 112 1.343E-2
118 114 1.343E-2
118 116 1.343E-2
118 118 1.343E-2
118 120 1.343E-2
118 122 1.343E-2
118 124 1.343E-2
118 126 1.343E-2
118 128 1.343E-2
118 130 1.343E-2
118 132 1.343E-2
118 134 1.343E-2
118 136 1.343E-2
118 138 1.343E-2
118 140 1.343E-2
118 142 1.343E-2
118 144 1.343E-2
118 146 1.343E-2
118 148 1.343E-2
118 150 1.343E-2
118 152 1.343E-2
118 154 1.343E-2
118 156 1.343E-2
118 158 1.343E-2
118 160 1.343E-2
118 162 1.343E-2
118 164 1.343E-2
118 166 1.343E-2
118 168 1.343E-2
118 170 1.343E-2
118 172 1.343E-2
118 174 1.343E-2
118 176 1.343E-2
118 178 1.343E-2
118 180 1.343E-2
120 0 1.367E-2
120 2 1.367E-2
120 4 1.367E-2
120 6 1.367E-2
120 8 1.367E-2
120 10 1.367E-2
120 12 1.367E-2
120 14 1.367E-2
120 16 1.367E-2
120 18 1.367E-2
120 20 1.367E-2
120 22 1.367E-2
120 24 1.367E-2
120 26 1.367E-2
120 28 1.367E-2
120 30 1.367E-2
120 32 1.367E-2
120 34 1.367E-2
120 36 1.367E-2
120 38 1.367E-2
120 40 1.367E-2
120 42 1.367E-2
120 44 1.367E-2
120 46 1.367E-2
120 48 1.367E-2
120 50 1.367E-2
120 52 1.367E-2
120 54 1.367E-2
120 56 1.367E-2
120 58 1.367E-2
120 60 1.367E-2
120 62 1.367E-2
120 64 1.367E-2
120 66 1.367E-2
120 68 1.367E-2
120 70 1.367E-2
120 72 1.367E-2
120 74 1.367E-2
120 76 1.367E-2
120 78 1.367E-2
120 80 1.367E-2
120 82 1.367E-2
120 84 1.367E-2
120 86 1.367E-2
120 88 1.367E-2
120 90 1.367E-2
120 92 1.367E-2
120 94 1.367E-2
120 96 1.367E-2
120 98 1.367E-2
120 100 1.367E-2
120 102 1.367E-2
120 104 1.367E-2
120 106 1.367E-2
120 108 1.367E-2
120 110 1.367E-2
120 112 1.367E-2
120 114 1.367E-2
120 116 1.367E-2
120 118 1.367E-2
120 120 1.367E-2
120 122 1.367E-2
120 124 1.367E-2
120 126 1.367E-2
120 128 1.367E-2
120 130 1.367E-2
120 132 1.367E-2
120 134 1.367E-2
120 136 1.367E-2
120 138 1.367E-2
120 140 1.367E-2
120 142 1.367E-2
120 144 1.367E-2
120 146 1.367E-2
120 148 1.367E-2
120 150 1.367E-2
120 152 1.367E-2
120 154 1.367E-2
120 156 1.367E-2
120 158 1.367E-2
120 160 1.367E-2
120 162 1.367E-2
120 164 1.367E-2
120 166 1.367E-2
120 168 1.367E-2
120 170 1.367E-2
120 172 1.367E-2
120 174 1.367E-2
120 176 1.367E-2
120 178 1.367E-2
120 180 1.367E-2
122 0 1.391E-2
122 2 1.391E-2
122 4 1.391E-2
122 6 1.391E-2
122 8 1.391E-2
122 10 1.391E-2
122 12 1.391E-2
122 14 1.391E-2
122 16 1.391E-2
122 18 1.391E-2
122 20 1.391E-2
122 22 1.391E-2
122 24 1.391E-2
122 26 1.391E-2
122 28 1.391E-2
122 30 1.391E-2
122 32 1.391E-2
122 34 1.391E-2
122 36 1.391E-2
122 38 1.391E-2
122 40 1.391E-2
122 42 1.391E-2
122 44 1.391E-2
122 46 1.391E-2
122 48 1.391E-2
122 50 1.391E-2
122 52 1.391E-2
122 54 1.391E-2
122 56 1.391E-2
122 58 1.391E-2
122 60 1.391E-2
122 62 1.391E-2
122 64 1.391E-2
122 66 1.391E-2
122 68 1.391E-2
122 70 1.391E-2
122 72 1.391E-2
122 74 1.391E-2
122 76 1.391E-2
122 78 1.391E-2
122 80 1.391E-2
122 82 1.391E-2
122 84 1.391E-2
122 86 1.391E-2
122 88 1.391E-2
122 90 1.391E-2
122 92 1.391E-2
122 94 1.391E-2
122 96 1.391E-2
122 98 1.391E-2
122 100 1.391E-2
122 102 1.391E-2
122 104 1.391E-2
122 106 1.391E-2
122 108 1.391E-2
122 110 1.391E-2
122 112 1.391E-2
122 114 1.391E-2
122 116 1.391E-2
122 118 1.391E-2
122 120 1.391E-2
122 122 1.391E-2
122 124 1.391E-2
122 126 1.391E-2
122 128 1.391E-2
122 130 1.391E-2
122 132 1.391E-2
122 134 1.391E-2
122 136 1.391E-2
122 138 1.391E-2
122 140 1.391E-2
122 142 1.391E-2
122 144 1.391E-2
122 146 1.391E-2
122 148 1.391E-2
122 150 1.391E-2
122 152 1.391E-2
122 154 1.391E-2
122 156 1.391E-2
122 158 1.391E-2
122 160 1.391E-2
122 162 1.391E-2
122 164 1.391E-2
122 166 1.391E-2
122 168 1.391E-2
122 170 1.391E-2
122 172 1.391E-2
122 174 1.391E-2
122 176 1.391E-2
122 178 1.391E-2
122 180 1.391E-2
124 0 1.413E-2
124 2 1.413E-2
124 4 1.413E-2
124 6 1.413E-2
124 8 1.413E-2
124 10 1.413E-2
124 12 1.413E-2
124 14 1.413E-2
124 16 1.413E-2
124 18 1.413E-2
124 20 1.413E-2
124 22 1.413E-2
124 24 1.413E-2
124 26 1.413E-2
124 28 1.413E-2
124 30 1.413E-2
124 32 1.413E-2
124 34 1.413E-2
124 36 1.413E-2
124 38 1.413E-2
124 40 1.413E-2
124 42 1.413E-2
124 44 1.413E-2
124 46 1.413E-2
124 48 1.413E-2
124 50 1.413E-2
124 52 1.413E-2
124 54 1.413E-2
124 56 1.413E-2
124 58 1.413E-2
124 60 1.413E-2
124 62 1.413E-2
124 64 1.413E-2
124 66 1.413E-2
124 68 1.413E-2
124 70 1.413E-2
124 72 1.413E-2
124 74 1.413E-2
124 76 1.413E-2
124 78 1.413E-2
124 80 1.413E-2
124 82 1.413E-2
124 84 1.413E-2
124 86 1.413E-2
124 88 1.413E-2
124 90 1.413E-2
124 92 1.413E-2
124 94 1.413E-2
124 96 1.413E-2
124 98 1.413E-2
124 100 1.413E-2
124 102 1.413E-2
124 104 1.413E-2
124 106 1.413E-2
124 108 1.413E-2
124 110 1.413E-2
124 112 1.413E-2
124 114 1.413E-2
124 116 1.413E-2
124 118 1.413E-2
124 120 1.413E-2
124 122 1.413E-2
124 124 1.413E-2
124 126 1.413E-2
124 128 1.413E-2
124 130 1.413E-2
124 132 1.413E-2
124 134 1.413E-2
124 136 1.413E-2
124 138 1.413E-2
124 140 1.413E-2
124 142 1.413E-2
124 144 1.413E-2
124 146 1.413E-2
124 148 1.413E-2
124 150 1.413E-2
124 152 1.413E-2
124 154 1.413E-2
124 156 1.413E-2
124 158 1.413E-2
124 160 1.413E-2
124 162 1.413E-2
124 164 1.413E-2
124 166 1.413E-2
124 168 1.413E-2
124 170 1.413E-2
124 172 1.413E-2
124 174 1.413E-2
124 176 1.413E-2
124 178 1.413E-2
124 180 1.413E-2
126 0 1.436E-2
126 2 1.436E-2
126 4 1.436E-2
126 6 1.436E-2
126 8 1.436E-2
126 10 1.436E-2
126 12 1.436E-2
126 14 1.436E-2
126 16 1.436E-2
126 18 1.436E-2
126 20 1.436E-2
126 22 1.436E-2
126 24 1.436E-2
126 26 1.436E-2
126 28 1.436E-2
126 30 1.436E-2
126 32 1.436E-2
126 34 1.436E-2
126 36 1.436E-2
126 38 1.436E-2
126 40 1.436E-2
126 42 1.436E-2
126 44 1.436E-2
126 46 1.436E-2
126 48 1.436E-2
126 50 1.436E-2
126 52 1.436E-2
126 54 1.436E-2
126 56 1.436E-2
126 58 1.436E-2
126 60 1.436E-2
126 62 1.436E-2
126 64 1.436E-2
126 66 1.436E-2
126 68 1.436E-2
126 70 1.436E-2
126 72 1.436E-2
126 74 1.436E-2
126 76 1.436E-2
126 78 1.436E-2
126 80 1.436E-2
126 82 1.436E-2
126 84 1.436E-2
126 86 1.436E-2
126 88 1.436E-2
126 90 1.436E-2
126 92 1.436E-2
126 94 1.436E-2
126 96 1.436E-2
126 98 1.436E-2
126 100 1.436E-2
126 102 1.436E-2
126 104 1.436E-2
126 106 1.436E-2
126 108 1.436E-2
126 110 1.436E-2
126 112 1.436E-2
126 114 1.436E-2
126 116 1.436E-2
126 118 1.436E-2
126 120 1.436E-2
126 122 1.436E-2
126 124 1.436E-2
126 126 1.436E-2
126 128 1.436E-2
126 130 1.436E-2
126 132 1.436E-2
126 134 1.436E-2
126 136 1.436E-2
126 138 1.436E-2
126 140 1.436E-2
126 142 1.436E-2
126 144 1.436E-2
126 146 1.436E-2
126 148 1.436E-2
126 150 1.436E-2
126 152 1.436E-2
126 154 1.436E-2
126 156 1.436E-2
126 158 1.436E-2
126 160 1.436E-2
126 162 1.436E-2
126 164 1.436E-2
126 166 1.436E-2
126 168 1.436E-2
126 170 1.436E-2
126 172 1.436E-2
126 174 1.436E-2
126 176 1.436E-2
126 178 1.436E-2
126 180 1.436E-2
128 0 1.458E-2
128 2 1.458E-2
128 4 1.458E-2
128 6 1.458E-2
128 8 1.458E-2
128 10 1.458E-2
128 12 1.458E-2
128 14 1.458E-2
128 16 1.458E-2
128 18 1.458E-2
128 20 1.458E-2
128 22 1.458E-2
128 24 1.458E-2
128 26 1.458E-2
128 28 1.458E-2
128 30 1.458E-2
128 32 1.458E-2
128 34 1.458E-2
128 36 1.458E-2
128 38 1.458E-2
128 40 1.458E-2
128 42 1.458E-2
128 44 1.458E-2
128 46 1.458E-2
128 48 1.458E-2
128 50 1.458E-2
128 52 1.458E-2
128 54 1.458E-2
128 56 1.458E-2
128 58 1.458E-2
128 60 1.458E-2
128 62 1.458E-2
128 64 1.458E-2
128 66 1.458E-2
128 68 1.458E-2
128 70 1.458E-2
128 72 1.458E-2
128 74 1.458E-2
128 76 1.458E-2
128 78 1.458E-2
128 80 1.458E-2
128 82 1.458E-2
128 84 1.458E-2
128 86 1.458E-2
128 88 1.458E-2
128 90 1.458E-2
128 92 1.458E-2
128 94 1.458E-2
128 96 1.458E-2
128 98 1.458E-2
128 100 1.458E-2
128 102 1.458E-2
128 104 1.458E-2
128 106 1.458E-2
128 108 1.458E-2
128 110 1.458E-2
128 112 1.458E-2
128 114 1.458E-2
128 116 1.458E-2
128 118 1.458E-2
128 120 1.458E-2
128 122 1.458E-2
128 124 1.458E-2
128 126 1.458E-2
128 128 1.458E-2
128 130 1.458E-2
128 132 1.458E-2
128 134 1.458E-2
128 136 1.458E-2
128 138 1.458E-2
128 140 1.458E-2
128 142 1.458E-2
128 144 1.458E-2
128 146 1.458E-2
128 148 1.458E-2
128 150 1.458E-2
128 152 1.458E-2
128 154 1.458E-2
128 156 1.458E-2
128 158 1.458E-2
128 160 1.458E-2
128 162 1.458E-2
128 164 1.458E-2
128 166 1.458E-2
128 168 1.458E-2
128 170 1.458E-2
128 172 1.458E-2
128 174 1.458E-2
128 176 1.458E-2
128 178 1.458E-2
128 180 1.458E-2
130 0 1.479E-2
130 2 1.479E-2
130 4 1.479E-2
130 6 1.479E-2
130 8 1.479E-2
130 10 1.479E-2
130 12 1.479E-2
130 14 1.479E-2
130 16 1.479E-2
130 18 1.479E-2
130 20 1.479E-2
130 22 1.479E-2
130 24 1.479E-2
130 26 1.479E-2
130 28 1.479E-2
130 30 1.479E-2
130 32 1.479E-2
130 34 1.479E-2
130 36 1.479E-2
130 38 1.479E-2
130 40 1.479E-2
130 42 1.479E-2
130 44 1.479E-2
130 46 1.479E-2
130 48 1.479E-2
130 50 1.479E-2
130 52 1.479E-2
130 54 1.479E-2
130 56 1.479E-2
130 58 1.479E-2
130 60 1.479E-2
130 62 1.479E-2
130 64 1.479E-2
130 66 1.479E-2
130 68 1.479E-2
130 70 1.479E-2
130 72 1.479E-2
130 74 1.479E-2
130 76 1.479E-2
130 78 1.479E-2
130 80 1.479E-2
130 82 1.479E-2
130 84 1.479E-2
130 86 1.479E-2
130 88 1.479E-2
130 90 1.479E-2
130 92 1.479E-2
130 94 1.479E-2
130 96 1.479E-2
130 98 1.479E-2
130 100 1.479E-2
130 102 1.479E-2
130 104 1.479E-2
130 106 1.479E-2
130 108 1.479E-2
130 110 1.479E-2
130 112 1.479E-2
130 114 1.479E-2
130 116 1.479E-2
130 118 1.479E-2
130 120 1.479E-2
130 122 1.479E-2
130 124 1.479E-2
130 126 1.479E-2
130 128 1.479E-2
130 130 1.479E-2
130 132 1.479E-2
130 134 1.479E-2
130 136 1.479E-2
130 138 1.479E-2
130 140 1.479E-2
130 142 1.479E-2
130 144 1.479E-2
130 146 1.479E-2
130 148 1.479E-2
130 150 1.479E-2
130 152 1.479E-2
130 154 1.479E-2
130 156 1.479E-2
130 158 1.479E-2
130 160 1.479E-2
130 162 1.479E-2
130 164 1.479E-2
130 166 1.479E-2
130 168 1.479E-2
130 170 1.479E-2
130 172 1.479E-2
130 174 1.479E-2
130 176 1.479E-2
130 178 1.479E-2
130 180 1.479E-2
132 0 1.499E-2
132 2 1.499E-2
132 4 1.499E-2
132 6 1.499E-2
132 8 1.499E-2
132 10 1.499E-2
132 12 1.499E-2
132 14 1.499E-2
132 16 1.499E-2
132 18 1.499E-2
132 20 1.499E-2
132 22 1.499E-2
132 24 1.499E-2
132 26 1.499E-2
132 28 1.499E-2
132 30 1.499E-2
132 32 1.499E-2
132 34 1.499E-2
132 36 1.499E-2
132 38 1.499E-2
132 40 1.499E-2
132 42 1.499E-2
132 44 1.499E-2
132 46 1.499E-2
132 48 1.499E-2
132 50 1.499E-2
132 52 1.499E-2
132 54 1.499E-2
132 56 1.499E-2
132 58 1.499E-2
132 60 1.499E-2
132 62 1.499E-2
132 64 1.499E-2
132 66 1.499E-2
132 68 1.499E-2
132 70 1.499E-2
132 72 1.499E-2
132 74 1.499E-2
132 76 1.499E-2
132 78 1.499E-2
132 80 1.499E-2
132 82 1.499E-2
132 84 1.499E-2
132 86 1.499E-2
132 88 1.499E-2
132 90 1.499E-2
132 92 1.499E-2
132 94 1.499E-2
132 96 1.499E-2
132 98 1.499E-2
132 100 1.499E-2
132 102 1.499E-2
132 104 1.499E-2
132 106 1.499E-2
132 108 1.499E-2
132 110 1.499E-2
132 112 1.499E-2
132 114 1.499E-2
132 116 1.499E-2
132 118 1.499E-2
132 120 1.499E-2
132 122 1.499E-2
132 124 1.499E-2
132 126 1.499E-2
132 128 1.499E-2
132 130 1.499E-2
132 132 1.499E-2
132 134 1.499E-2
132 136 1.499E-2
132 138 1.499E-2
132 140 1.499E-2
132 142 1.499E-2
132 144 1.499E-2
132 146 1.499E-2
132 148 1.499E-2
132 150 1.499E-2
132 152 1.499E-2
132 154 1.499E-2
132 156 1.499E-2
132 158 1.499E-2
132 160 1.499E-2
132 162 1.499E-2
132 164 1.499E-2
132 166 1.499E-2
132 168 1.499E-2
132 170 1.499E-2
132 172 1.499E-2
132 174 1.499E-2
132 176 1.499E-2
132 178 1.499E-2
132 180 1.499E-2
134 0 1.519E-2
134 2 1.519E-2
134 4 1.519E-2
134 6 1.519E-2
134 8 1.519E-2
134 10 1.519E-2
134 12 1.519E-2
134 14 1.519E-2
134 16 1.519E-2
134 18 1.519E-2
134 20 1.519E-2
134 22 1.519E-2
134 24 1.519E-2
134 26 1.519E-2
134 28 1.519E-2
134 30 1.519E-2
134 32 1.519E-2
134 34 1.519E-2
134 36 1.519E-2
134 38 1.519E-2
134 40 1.519E-2
134 42 1.519E-2
134 44 1.519E-2
134 46 1.519E-2
134 48 1.519E-2
134 50 1.519E-2
134 52 1.519E-2
134 54 1.519E-2
134 56 1.519E-2
134 58 1.519E-2
134 60 1.519E-2
134 62 1.519E-2
134 64 1.519E-2
134 66 1.519E-2
134 68 1.519E-2
134 70 1.519E-2
134 72 1.519E-2
134 74 1.519E-2
134 76 1.519E-2
134 78 1.519E-2
134 80 1.519E-2
134 82 1.519E-2
134 84 1.519E-2
134 86 1.519E-2
134 88 1.519E-2
134 90 1.519E-2
134 92 1.519E-2
134 94 1.519E-2
134 96 1.519E-2
134 98 1.519E-2
134 100 1.519E-2
134 102 1.519E-2
134 104 1.519E-2
134 106 1.519E-2
134 108 1.519E-2
134 110 1.519E-2
134 112 1.519E-2
134 114 1.519E-2
134 116 1.519E-2
134 118 1.519E-2
134 120 1.519E-2
134 122 1.519E-2
134 124 1.519E-2
134 126 1.519E-2
134 128 1.519E-2
134 130 1.519E-2
134 132 1.519E-2
134 134 1.519E-2
134 136 1.519E-2
134 138 1.519E-2
134 140 1.519E-2
134 142 1.519E-2
134 144 1.519E-2
134 146 1.519E-2
134 148 1.519E-2
134 150 1.519E-2
134 152 1.519E-2
134 154 1.519E-2
134 156 1.519E-2
134 158 1.519E-2
134 160 1.519E-2
134 162 1.519E-2
134 164 1.519E-2
134 166 1.519E-2
134 168 1.519E-2
134 170 1.519E-2
134 172 1.519E-2
134 174 1.519E-2
134 176 1.519E-2
134 178 1.519E-2
134 180 1.519E-2
136 0 1.539E-2
136 2 1.539E-2
136 4 1.539E-2
136 6 1.539E-2
136 8 1.539E-2
136 10 1.539E-2
136 12 1.539E-2
136 14 1.539E-2
136 16 1.539E-2
136 18 1.539E-2
136 20 1.539E-2
136 22 1.539E-2
136 24 1.539E-2
136 26 1.539E-2
136 28 1.539E-2
136 30 1.539E-2
136 32 1.539E-2
136 34 1.539E-2
136 36 1.539E-2
136 38 1.539E-2
136 40 1.539E-2
136 42 1.539E-2
136 44 1.539E-2
136 46 1.539E-2
136 48 1.539E-2
136 50 1.539E-2
136 52 1.539E-2
136 54 1.539E-2
136 56 1.539E-2
136 58 1.539E-2
136 60 1.539E-2
136 62 1.539E-2
136 64 1.539E-2
136 66 1.539E-2
136 68 1.539E-2
136 70 1.539E-2
136 72 1.539E-2
136 74 1.539E-2
136 76 1.539E-2
136 78 1.539E-2
136 80 1.539E-2
136 82 1.539E-2
136 84 1.539E-2
136 86 1.539E-2
136 88 1.539E-2
136 90 1.539E-2
136 92 1.539E-2
136 94 1.539E-2
136 96 1.539E-2
136 98 1.539E-2
136 100 1.539E-2
136 102 1.539E-2
136 104 1.539E-2
136 106 1.539E-2
136 108 1.539E-2
136 110 1.539E-2
136 112 1.539E-2
136 114 1.539E-2
136 116 1.539E-2
136 118 1.539E-2
136 120 1.539E-2
136 122 1.539E-2
136 124 1.539E-2
136 126 1.539E-2
136 128 1.539E-2
136 130 1.539E-2
136 132 1.539E-2
136 134 1.539E-2
136 136 1.539E-2
136 138 1.539E-2
136 140 1.539E-2
136 142 1.539E-2
136 144 1.539E-2
136 146 1.539E-2
136 148 1.539E-2
136 150 1.539E-2
136 152 1.539E-2
136 154 1.539E-2
136 156 1.539E-2
136 158 1.539E-2
136 160 1.539E-2
136 162 1.539E-2
136 164 1.539E-2
136 166 1.539E-2
136 168 1.539E-2
136 170 1.539E-2
136 172 1.539E-2
136 174 1.539E-2
136 176 1.539E-2
136 178 1.539E-2
136 180 1.539E-2
138 0 1.557E-2
138 2 1.557E-2
138 4 1.557E-2
138 6 1.557E-2
138 8 1.557E-2
138 10 1.557E-2
138 12 1.557E-2
138 14 1.557E-2
138 16 1.557E-2
138 18 1.557E-2
138 20 1.557E-2
138 22 1.557E-2
138 24 1.557E-2
138 26 1.557E-2
138 28 1.557E-2
138 30 1.557E-2
138 32 1.557E-2
138 34 1.557E-2
138 36 1.557E-2
138 38 1.557E-2
138 40 1.557E-2
138 42 1.557E-2
138 44 1.557E-2
138 46 1.557E-2
138 48 1.557E-2
138 50 1.557E-2
138 52 1.557E-2
138 54 1.557E-2
138 56 1.557E-2
138 58 1.557E-2
138 60 1.557E-2
138 62 1.557E-2
138 64 1.557E-2
138 66 1.557E-2
138 68 1.557E-2
138 70 1.557E-2
138 72 1.557E-2
138 74 1.557E-2
138 76 1.557E-2
138 78 1.557E-2
138 80 1.557E-2
138 82 1.557E-2
138 84 1.557E-2
138 86 1.557E-2
138 88 1.557E-2
138 90 1.557E-2
138 92 1.557E-2
138 94 1.557E-2
138 96 1.557E-2
138 98 1.557E-2
138 100 1.557E-2
138 102 1.557E-2
138 104 1.557E-2
138 106 1.557E-2
138 108 1.557E-2
138 110 1.557E-2
138 112 1.557E-2
138 114 1.557E-2
138 116 1.557E-2
138 118 1.557E-2
138 120 1.557E-2
138 122 1.557E-2
138 124 1.557E-2
138 126 1.557E-2
138 128 1.557E-2
138 130 1.557E-2
138 132 1.557E-2
138 134 1.557E-2
138 136 1.557E-2
138 138 1.557E-2
138 140 1.557E-2
138 142 1.557E-2
138 144 1.557E-2
138 146 1.557E-2
138 148 1.557E-2
138 150 1.557E-2
138 152 1.557E-2
138 154 1.557E-2
138 156 1.557E-2
138 158 1.557E-2
138 160 1.557E-2
138 162 1.557E-2
138 164 1.557E-2
138 166 1.557E-2
138 168 1.557E-2
138 170 1.557E-2
138 172 1.557E-2
138 174 1.557E-2
138 176 1.557E-2
138 178 1.557E-2
138 180 1.557E-2
140 0 1.575E-2
140 2 1.575E-2
140 4 1.575E-2
140 6 1.575E-2
140 8 1.575E-2
140 10 1.575E-2
140 12 1.575E-2
140 14 1.575E-2
140 16 1.575E-2
140 18 1.575E-2
140 20 1.575E-2
140 22 1.575E-2
140 24 1.575E-2
140 26 1.575E-2
140 28 1.575E-2
140 30 1.575E-2
140 32 1.575E-2
140 34 1.575E-2
140 36 1.575E-2
140 38 1.575E-2
140 40 1.575E-2
140 42 1.575E-2
140 44 1.575E-2
140 46 1.575E-2
140 48 1.575E-2
140 50 1.575E-2
140 52 1.575E-2
140 54 1.575E-2
140 56 1.575E-2
140 58 1.575E-2
140 60 1.575E-2
140 62 1.575E-2
140 64 1.575E-2
140 66 1.575E-2
140 68 1.575E-2
140 70 1.575E-2
140 72 1.575E-2
140 74 1.575E-2
140 76 1.575E-2
140 78 1.575E-2
140 80 1.575E-2
140 82 1.575E-2
140 84 1.575E-2
140 86 1.575E-2
140 88 1.575E-2
140 90 1.575E-2
140 92 1.575E-2
140 94 1.575E-2
140 96 1.575E-2
140 98 1.575E-2
140 100 1.575E-2
140 102 1.575E-2
140 104 1.575E-2
140 106 1.575E-2
140 108 1.575E-2
140 110 1.575E-2
140 112 1.575E-2
140 114 1.575E-2
140 116 1.575E-2
140 118 1.575E-2
140 120 1.575E-2
140 122 1.575E-2
140 124 1.575E-2
140 126 1.575E-2
140 128 1.575E-2
140 130 1.575E-2
140 132 1.575E-2
140 134 1.575E-2
140 136 1.575E-2
140 138 1.575E-2
140 140 1.575E-2
140 142 1.575E-2
140 144 1.575E-2
140 146 1.575E-2
140 148 1.575E-2
140 150 1.575E-2
140 152 1.575E-2
140 154 1.575E-2
140 156 1.575E-2
140 158 1.575E-2
140 160 1.575E-2
140 162 1.575E-2
140 164 1.575E-2
140 166 1.575E-2
140 168 1.575E-2
140 170 1.575E-2
140 172 1.575E-2
140 174 1.575E-2
140 176 1.575E-2
140 178 1.575E-2
140 180 1.575E-2
142 0 1.592E-2
142 2 1.592E-2
142 4 1.592E-2
142 6 1.592E-2
